id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,senate_class,state_rank,lis_id
R000486,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000486.json,Lucille,,Roybal-Allard,,1941-06-12,F,D,,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,400347,26136,26766,29317,N00006671,/m/024txf,H2CA33048,https://roybal-allard.house.gov,https://roybal-allard.house.gov/news/rss.aspx,,True,,-0.469,,30,2022,865.0,6.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:40,2083 Rayburn House Office Building,202-225-1766,,CA,40,False,0640,0.69,99.07,0.82,,,
R000599,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000599.json,Raul,,Ruiz,,1972-08-25,M,D,,CongressmanRuiz,CongressmanRaulRuizMD,repraulruiz,412519,79727,136407,21311,N00033510,/m/02p8pz0,H2CA36439,https://ruiz.house.gov,https://ruiz.house.gov/rss.xml,,True,,-0.246,,10,2022,865.0,3.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:36,2342 Rayburn House Office Building,202-225-5330,,CA,36,False,0636,0.35,99.07,0.81,,,
R000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000576.json,C.A. Dutch,,Ruppersberger,,1946-01-31,M,D,,Call_Me_Dutch,DutchRupp,ruppersberger,400349,49155,36130,20329,N00025482,/m/025k36,H2MD02160,https://ruppersberger.house.gov,https://ruppersberger.house.gov/rss.xml,,True,,-0.295,,20,2022,865.0,10.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:md/cd:2,2206 Rayburn House Office Building,202-225-3061,,MD,2,False,2402,1.16,98.83,1.06,,,
R000515,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000515.json,Bobby,L.,Rush,,1946-11-23,M,D,,RepBobbyRush,congressmanbobbyrush,CongressmanRush,400350,26127,26831,29346,N00004887,/m/0255x3,H2IL01042,https://rush.house.gov,https://rush.house.gov/rss.xml,,True,,-0.479,,30,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:il/cd:1,2188 Rayburn House Office Building,202-225-4372,,IL,1,False,1701,0.23,98.95,0.93,,,
R000609,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000609.json,John,,Rutherford,,1952-09-02,M,R,,RepRutherfordFL,RepRutherfordFL,,412692,104531,172542,21744,N00039777,/m/03zz77,H6FL04105,https://rutherford.house.gov,https://rutherford.house.gov/rss.xml,,True,,0.424,,6,2022,865.0,36.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:fl/cd:4,1711 Longworth House Office Building,202-225-2501,,FL,4,False,1204,4.16,93.44,6.44,,,
R000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000577.json,Tim,,Ryan,,1973-07-16,M,D,,RepTimRyan,timryan,timryanvision,400352,1003608,45638,20343,N00025280,/m/039tr9,H2OH17109,https://timryan.house.gov,https://timryan.house.gov/rss.xml,,True,,-0.402,,20,2022,865.0,9.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:oh/cd:13,1126 Longworth House Office Building,202-225-5261,,OH,13,False,3913,1.04,99.41,0.47,,,
S001177,Delegate,Del.,https://api.propublica.org/congress/v1/members/S001177.json,Gregorio,Kilili Camacho,Sablan,,1955-01-19,M,D,,Kilili_Sablan,153423912663,CongressmanSablan,412312,1031366,110903,,N00030418,/m/04ycmvy,,https://sablan.house.gov,https://sablan.house.gov/rss.xml,,True,,,,14,2022,11.0,0.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:mp/cd:79,,,,MP,At-Large,True,6998,0.0,100.0,0.0,,,
S000168,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000168.json,Maria,Elvira,Salazar,,1961-11-01,M,R,,RepMariaSalazar,,,456810,,182300,,N00042810,/g/1hb_g7r18,H8FL27185,https://salazar.house.gov,,,True,,,,2,2022,857.0,16.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:fl/cd:27,1616 Longworth House Office Building,202-225-3931,,FL,27,False,1227,1.87,91.04,8.96,,,
S001204,Delegate,Del.,https://api.propublica.org/congress/v1/members/S001204.json,Michael,,San Nicolas,,1981-01-30,M,D,,GuamCongressman,,,412770,,,,N00042619,,,https://sannicolas.house.gov,,,True,,,,4,2022,11.0,0.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:gu/cd:79,,,,GU,At-Large,True,6698,0.0,100.0,0.0,,,
S001156,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001156.json,Linda,T.,Sánchez,,1969-01-28,F,D,,RepLindaSanchez,CongresswomanLindaSanchez,LindaTSanchez,400355,1003554,29674,20310,N00024870,/m/024xc7,H2CA39078,https://lindasanchez.house.gov,https://lindasanchez.house.gov/rss.xml,,True,,-0.508,,20,2022,865.0,7.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:38,2329 Rayburn House Office Building,202-225-6676,,CA,38,False,0638,0.81,99.3,0.58,,,
S001168,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001168.json,John,,Sarbanes,,1962-05-22,M,D,,RepSarbanes,RepSarbanes,RepJohnSarbanes,412212,1022884,66575,20724,N00027751,/m/08_r8n,H6MD03292,https://sarbanes.house.gov,https://sarbanes.house.gov/rss.xml,,True,,-0.467,,16,2022,865.0,5.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:md/cd:3,2370 Rayburn House Office Building,202-225-4016,,MD,3,False,2403,0.58,98.95,0.93,,,
S001176,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001176.json,Steve,,Scalise,,1965-10-06,M,R,House Minority Whip,SteveScalise,RepSteveScalise,RepSteveScalise,412261,1015311,9026,20759,N00009660,/m/0br34c,H0LA01087,https://scalise.house.gov,https://scalise.house.gov/rss.xml,,True,,0.555,,16,2022,865.0,25.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:la/cd:1,2049 Rayburn House Office Building,202-225-3015,,LA,1,False,2201,2.89,98.32,1.56,,,
S001205,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001205.json,Mary,Gay,Scanlon,,1959-08-30,F,D,,RepMGS,,,412750,,178890,,N00042706,/g/11ghrc58bb,H8PA07200,https://scanlon.house.gov,https://medium.com/feed/@repmgs,,True,,,,6,2022,865.0,8.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:pa/cd:5,1227 Longworth House Office Building,202-225-2011,,PA,5,False,4205,0.92,99.42,0.47,,,
S001145,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001145.json,Jan,,Schakowsky,,1944-05-26,F,D,,JanSchakowsky,janschakowsky,repschakowsky,400360,57874,6387,29911,N00004724,/m/0256nw,H8IL09067,https://schakowsky.house.gov,,,True,,-0.604,,24,2022,865.0,12.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:il/cd:9,2367 Rayburn House Office Building,202-225-2111,,IL,9,False,1709,1.39,98.47,1.41,,,
S001150,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001150.json,Adam,B.,Schiff,,1960-06-22,M,D,,RepAdamSchiff,RepAdamSchiff,adamschiff,400361,90167,9489,20104,N00009585,/m/024tls,H0CA27085,https://schiff.house.gov,,,True,,-0.35,,22,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:28,2309 Rayburn House Office Building,202-225-4176,,CA,28,False,0628,0.23,99.19,0.7,,,
S001190,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001190.json,Brad,,Schneider,,1961-08-20,M,D,,repschneider,CongressmanBradSchneider,RepBradSchneider,412534,63948,134948,21326,N00033101,/m/0j63zyv,H2IL10068,https://schneider.house.gov,https://schneider.house.gov/rss.xml,,True,,-0.181,,6,2022,865.0,3.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:il/cd:10,300 Cannon House Office Building,202-225-4835,,IL,10,False,1710,0.35,97.79,2.09,,,
S001180,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001180.json,Kurt,,Schrader,,1951-10-19,M,D,,RepSchrader,repschrader,repkurtschrader,412315,1031358,10813,20944,N00030071,/m/0412ntl,H8OR05107,https://schrader.house.gov,https://schrader.house.gov/newsroom/rss.aspx,,True,,-0.183,,14,2022,865.0,15.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:or/cd:5,2431 Rayburn House Office Building,202-225-5711,,OR,5,False,4105,1.73,94.69,5.19,,,
S001216,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001216.json,Kim,,Schrier,,1968-08-23,F,D,,RepKimSchrier,,,412835,,181124,,N00041606,/g/11gzqmm209,H8WA08189,https://schrier.house.gov,,,True,,,,4,2022,865.0,2.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:wa/cd:8,1123 Longworth House Office Building,202-225-7761,,WA,8,False,5308,0.23,96.52,3.37,,,
S001183,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001183.json,David,,Schweikert,,1962-03-03,M,R,,RepDavid,repdavidschweikert,RepDavidSchweikert,412399,5205,106387,21105,N00006460,/m/03wbpxj,H4AZ06045,https://schweikert.house.gov,https://schweikert.house.gov/rss.xml,,True,,0.577,,12,2022,865.0,3.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:az/cd:6,304 Cannon House Office Building,202-225-2190,,AZ,6,False,0406,0.35,91.83,8.05,,,
S001157,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001157.json,David,,Scott,,1945-06-27,M,D,,RepDavidScott,113303673339,RepDavidScott,400363,1003567,7826,20321,N00024871,/m/0255r4,H2GA13012,https://davidscott.house.gov,https://davidscott.house.gov/news/rss.aspx,,True,,-0.302,,20,2022,865.0,10.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ga/cd:13,468 Cannon House Office Building,202-225-2939,,GA,13,False,1313,1.16,98.24,1.64,,,
S000185,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000185.json,Robert,C.,Scott,,1947-04-30,M,D,,BobbyScott,RepBobbyScott,repbobbyscott,400364,25888,27117,39307,N00002147,/m/03twgl,H6VA01117,https://bobbyscott.house.gov,https://bobbyscott.house.gov/rss.xml,,True,,-0.45,,30,2022,865.0,2.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:va/cd:3,2328 Rayburn House Office Building,202-225-8351,,VA,3,False,5103,0.23,98.95,0.93,,,
S001189,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001189.json,Austin,,Scott,,1969-12-10,M,R,,AustinScottGA08,RepAustinScott,RepAustinScott,412417,623344,11812,21123,N00032457,/m/076zn3y,H0GA08099,https://austinscott.house.gov,https://austinscott.house.gov/rss.xml,,True,,0.561,,12,2022,865.0,27.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ga/cd:8,2417 Rayburn House Office Building,202-225-6531,,GA,8,False,1308,3.12,97.24,2.64,,,
S000250,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000250.json,Pete,,Sessions,,1955-03-22,M,R,,PeteSessions,petesessions,PeteSessions,400367,36807,288,29759,N00005681,/m/03v39l,H2TX03126,https://sessions.house.gov,,,True,,0.592,,2,2022,865.0,14.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:tx/cd:17,2204 Rayburn House Office Building,202-225-6105,,TX,17,False,4817,1.62,92.32,7.57,,,
S001185,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001185.json,Terri,,Sewell,,1965-01-01,F,D,,RepTerriSewell,RepSewell,RepSewell,412396,623257,121621,21102,N00030622,/m/05pbszt,H0AL07086,https://sewell.house.gov,https://sewell.house.gov/rss.xml,,True,,-0.393,,12,2022,865.0,15.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:al/cd:7,2201 Rayburn House Office Building,202-225-2665,,AL,7,False,0107,1.73,98.23,1.65,,,
S000344,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000344.json,Brad,,Sherman,,1954-10-24,M,D,,BradSherman,63158229861,shermanca27,400371,45124,142,29707,N00006897,/m/024tkr,H6CA24113,https://sherman.house.gov,https://sherman.house.gov/rss.xml,,True,,-0.343,,26,2022,865.0,6.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:ca/cd:30,2181 Rayburn House Office Building,202-225-5911,,CA,30,False,0630,0.69,99.3,0.58,,,
S001207,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001207.json,Mikie,,Sherrill,,1972-01-19,F,D,,RepSherrill,,,412799,,179651,,N00041154,/g/11f3r4x6x5,H8NJ11142,https://sherrill.house.gov,,,True,,,,4,2022,865.0,29.0,1.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:nj/cd:11,1414 Longworth House Office Building,202-225-5034,,NJ,11,False,3411,3.35,96.76,3.24,,,
S001148,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001148.json,Mike,,Simpson,,1950-09-08,M,R,,CongMikeSimpson,96007744606,CongMikeSimpson,400376,57889,2917,29910,N00006263,/m/0255tn,H8ID02064,https://simpson.house.gov,https://simpson.house.gov/news/rss.aspx,,True,,0.298,,24,2022,865.0,56.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:id/cd:2,2084 Rayburn House Office Building,202-225-5531,,ID,2,False,1602,6.47,93.79,6.09,,,
S001165,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001165.json,Albio,,Sires,,1951-01-26,M,D,,RepSires,81058818750,RepSiresNJ13,412186,1022293,22510,20542,N00027523,/m/08bt8r,H6NJ13191,https://sires.house.gov,https://sires.house.gov/rss.xml,,True,,-0.404,,18,2022,865.0,14.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:nj/cd:8,2268 Rayburn House Office Building,202-225-7919,,NJ,8,False,3408,1.62,98.47,1.41,,,
S001208,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001208.json,Elissa,,Slotkin,,1976-07-10,F,D,,RepSlotkin,,,412784,,181080,,N00041357,/g/11dfr3z7r1,H8MI08102,https://slotkin.house.gov,,,True,,,,4,2022,865.0,46.0,1.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:mi/cd:8,1210 Longworth House Office Building,202-225-4872,,MI,8,False,2608,5.32,94.74,5.26,,,
S001195,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001195.json,Jason,,Smith,,1980-06-16,M,R,,RepJasonSmith,repjasonsmith,RepJasonSmith,412596,71083,59318,21373,N00035282,/m/0g9yj_2,H4MO08162,https://jasonsmith.house.gov,,,True,,0.592,,10,2022,865.0,22.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:mo/cd:8,2418 Rayburn House Office Building,202-225-4404,,MO,8,False,2908,2.54,96.66,3.22,,,
S001172,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001172.json,Adrian,,Smith,,1970-12-19,M,R,,RepAdrianSmith,,RepAdrianSmith,412217,1022845,21284,20729,N00027623,/m/0c505n,H6NE03115,https://adriansmith.house.gov,https://adriansmith.house.gov/rss.xml,,True,,0.516,,16,2022,865.0,21.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ne/cd:3,502 Cannon House Office Building,202-225-6435,,NE,3,False,3103,2.43,97.5,2.38,,,
S000510,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000510.json,Adam,,Smith,,1965-06-15,M,D,,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,400379,44329,845,29768,N00007833,/m/024zj_,H6WA09025,https://adamsmith.house.gov,,,True,,-0.286,,26,2022,865.0,5.0,0.0,2022-08-09 11:30:25 -0400,ocd-division/country:us/state:wa/cd:9,2264 Rayburn House Office Building,202-225-8901,,WA,9,False,5309,0.58,98.72,1.17,,,
S000522,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000522.json,Christopher,H.,Smith,,1953-03-04,M,R,,RepChrisSmith,RepChrisSmith,USRepChrisSmith,400380,6411,26952,14863,N00009816,/m/033f4d,H8NJ04014,https://chrissmith.house.gov,https://chrissmith.house.gov/news/rss.aspx,,True,,0.169,,42,2022,865.0,14.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:nj/cd:4,2373 Rayburn House Office Building,202-225-3765,,NJ,4,False,3404,1.62,89.01,10.87,,,
S001199,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001199.json,Lloyd,,Smucker,,1964-01-23,M,R,,RepSmucker,RepSmucker,,412722,103540,102454,21745,N00038781,/m/05t08cn,H6PA16320,https://smucker.house.gov,https://smucker.house.gov/rss.xml,,True,,0.432,,6,2022,865.0,7.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:pa/cd:11,302 Cannon House Office Building,202-225-2411,,PA,11,False,4211,0.81,97.19,2.7,,,
S001200,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001200.json,Darren,,Soto,,1978-02-25,M,D,,RepDarrenSoto,CongressmanDarrenSoto,repdarrensoto,412695,104534,67618,21746,N00037422,/m/05b_1xw,H6FL09179,https://soto.house.gov,https://soto.house.gov/rss.xml,,True,,-0.374,,6,2022,865.0,4.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:fl/cd:9,2353 Rayburn House Office Building,202-225-9889,,FL,9,False,1209,0.46,98.02,1.86,,,
S001209,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001209.json,Abigail,,Spanberger,,1979-08-07,F,D,,RepSpanberger,,,412833,,179682,,N00041418,/g/11fgm1ffs7,H8VA07094,https://spanberger.house.gov,,,True,,,,4,2022,865.0,9.0,1.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:va/cd:7,1431 Longworth House Office Building,202-225-2815,,VA,7,False,5107,1.04,95.32,4.68,,,
S000929,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000929.json,Victoria,,Spartz,,1978-10-06,F,R,,RepSpartz,,,456822,,,,N00046537,/g/11h23hjb94,H0IN05326,https://spartz.house.gov,,,True,,,,2,2022,865.0,21.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:in/cd:5,1523 Longworth House Office Building,202-225-2276,,IN,5,False,1805,2.43,97.14,2.74,,,
S001175,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001175.json,Jackie,,Speier,,1950-05-14,F,D,,RepSpeier,JackieSpeier,jackiespeierca12,412259,1027627,8425,20762,N00029649,/m/06k27l,H8CA12171,https://speier.house.gov,,,True,,-0.381,,16,2022,865.0,58.0,0.0,2022-08-09 12:00:38 -0400,ocd-division/country:us/state:ca/cd:14,2465 Rayburn House Office Building,202-225-3531,,CA,14,False,0614,6.71,98.51,1.37,,,
S001218,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001218.json,Melanie,,Stansbury,,1979-01-31,F,D,,Rep_Stansbury,,,456861,,,,N00047871,,,https://stansbury.house.gov,,,True,,,,2,2022,710.0,4.0,0.0,2022-08-09 11:30:26 -0400,ocd-division/country:us/state:nm/cd:1,,,,NM,1,False,3501,0.56,99.01,0.99,,,
S001211,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001211.json,Greg,,Stanton,,1970-03-08,M,D,,RepGregStanton,,,412753,,72030,,N00041750,/m/0hgrxqb,H8AZ09040,https://stanton.house.gov,,,True,,,,4,2022,865.0,1.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:az/cd:9,207 Cannon House Office Building,202-225-9888,,AZ,9,False,0409,0.12,97.8,2.09,,,
S001212,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001212.json,Pete,,Stauber,,1966-05-10,M,R,,RepPeteStauber,,,412792,,159954,,N00041511,/g/11gjy6v3nv,H8MN08043,https://stauber.house.gov,,,True,,,,4,2022,865.0,7.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:mn/cd:8,461 Cannon House Office Building,202-225-6211,,MN,8,False,2708,0.81,93.68,6.21,,,
S001135,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001135.json,Michelle,,Steel,,1955-06-21,F,R,,RepSteel,,,456803,,,,N00044501,/m/028bz6v,H0CA48198,https://steel.house.gov,,,True,,,,2,2022,865.0,10.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ca/cd:48,1113 Longworth House Office Building,202-225-2415,,CA,48,False,0648,1.16,96.11,3.77,,,
S001196,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001196.json,Elise,,Stefanik,,1984-07-02,F,R,,RepStefanik,RepEliseStefanik,,412648,76364,152539,21541,N00035523,/m/0110fjsf,H4NY21079,https://stefanik.house.gov,,,True,,0.256,,8,2022,865.0,8.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:ny/cd:21,2211 Rayburn House Office Building,202-225-4611,,NY,21,False,3621,0.92,97.07,2.82,,,
S001213,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001213.json,Bryan,,Steil,,1981-03-30,M,R,,RepBryanSteil,,,412836,,181289,,N00043379,/g/11fhnfybnd,H8WI01156,https://steil.house.gov,,,True,,,,4,2022,865.0,1.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:wi/cd:1,1526 Longworth House Office Building,202-225-3031,,WI,1,False,5501,0.12,97.55,2.33,,,
S001214,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001214.json,Greg,,Steube,,1978-05-19,M,R,,RepGregSteube,,,412766,,117248,,N00042808,/m/0k3lrh0,H8FL17053,https://steube.house.gov,,,True,,,,4,2022,865.0,10.0,0.0,2022-08-09 11:30:22 -0400,ocd-division/country:us/state:fl/cd:17,2457 Rayburn House Office Building,202-225-5792,,FL,17,False,1217,1.16,86.22,13.66,,,
S001215,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001215.json,Haley,,Stevens,,1983-06-24,F,D,,RepHaleyStevens,,,412786,,181092,,N00040915,/g/11gzqmm20k,H8MI11254,https://stevens.house.gov,,,True,,,,4,2022,865.0,1.0,0.0,2022-08-09 11:30:24 -0400,ocd-division/country:us/state:mi/cd:11,1510 Longworth House Office Building,202-225-8171,,MI,11,False,2611,0.12,98.49,1.39,,,
S001192,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001192.json,Chris,,Stewart,,1960-07-15,M,R,,RepChrisStewart,RepChrisStewart,repchrisstewart,412581,68466,135930,21367,N00033932,/m/0j273ks,H2UT02324,https://stewart.house.gov,,,True,,0.511,,10,2022,865.0,6.0,0.0,2022-08-09 11:30:23 -0400,ocd-division/country:us/state:ut/cd:2,166 Cannon House Office Building,202-225-9730,,UT,2,False,4902,0.69,96.49,3.4,,,
S001187,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001187.json,Steve,,Stivers,,1965-03-24,M,R,,RepSteveStivers,116058275133542,RepSteveStivers,412461,62320,45333,21163,N00029574,/m/08xnqw,H8OH15076,https://stivers.house.gov,https://stivers.house.gov/news/rss.aspx,,False,,0.3,,12,2022,142.0,15.0,0.0,2022-07-29 21:32:44 -0400,ocd-division/country:us/state:oh/cd:15,2234 Rayburn House Office Building,202-225-2015,,OH,15,False,3915,10.56,92.0,7.2,,,
